Id;Facility Name;VAMC System Health Services;Facility description of services;Owner
vha_554GC-Travel reimbursement;'Golden VA Clinic';'Travel reimbursement at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br /><br /><strong><>Phone:</strong> <a href="tel:+13039142680" aria-label="3 0 3. 9 1 4. 2 6 8 0.">303-914-2680</a><br /><strong>Hours:</strong> <br />Monday - 7:00 a.m. to 5:30 p.m. MT<br />Tuesday -  7:00 a.m. to 5:30 p.m. MT<br />Wednesday - 7:00 a.m. to 5:30 p.m. MT<br />Thursday -  7:00 a.m. to 5:30 p.m. MT<br />Friday -  7:00 a.m. to 5:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+13039142680" aria-label="3 0 3. 9 1 4. 2 6 8 0.">303-914-2680</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Amputation care;'Jewell VA Clinic';'Amputation care at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Audiology and speech;'Jewell VA Clinic';'Audiology and speech at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Low vision and blind rehabilitation;'Jewell VA Clinic';'Low vision and blind rehabilitation at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-MOVE! weight management;'Jewell VA Clinic';'MOVE! weight management at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Orthopedics;'Jewell VA Clinic';'Orthopedics at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Physical medicine and rehabilitation;'Jewell VA Clinic';'Physical medicine and rehabilitation at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14401 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835401" aria-label="3 0 3. 2 8 3. 5 4 0 1.">303-283-5401</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835401" aria-label="3 0 3. 2 8 3. 5 4 0 1.">303-283-5401</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Polytrauma and traumatic brain injury;'Jewell VA Clinic';'Polytrauma and traumatic brain injury at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Recreation and creative arts therapy;'Jewell VA Clinic';'Recreation and creative arts therapy at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Rehabilitation and prosthetics;'Jewell VA Clinic';'Rehabilitation and prosthetics at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Telehealth;'Jewell VA Clinic';'Telehealth at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554QB-Wheelchair and mobility;'Jewell VA Clinic';'Wheelchair and mobility at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />14400 East Jewell Avenue<br /><strong><Aurora, CO 80012-5689>Phone:</strong> <a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m. MT<br />Tuesday -  7:30 a.m. to 4:30 p.m. MT<br />Wednesday - 7:30 a.m. to 4:30 p.m. MT<br />Thursday -  7:30 a.m. to 4:30 p.m. MT<br />Friday -  7:30 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+13032835400" aria-label="3 0 3. 2 8 3. 5 4 0 0.">303-283-5400</a><br /></p>';'VA Eastern Colorado health care'
vha_554GG-Laboratory and pathology;'La Junta VA Clinic';'Laboratory and pathology at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1100 Carson Avenue, Suite 204<br /><strong><La Junta, CO 81050-2772>Phone:</strong> <a href="tel:+17193835195" aria-label="7 1 9. 3 8 3. 5 1 9 5.">719-383-5195</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+17193835195" aria-label="7 1 9. 3 8 3. 5 1 9 5.">719-383-5195</a><br /></p>';'VA Eastern Colorado health care'
vha_554GG-Pharmacy;'La Junta VA Clinic';'Pharmacy at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1100 Carson Avenue, Suite 204<br /><strong><La Junta, CO 81050-2772>Phone:</strong> <a href="tel:+17193835195" aria-label="7 1 9. 3 8 3. 5 1 9 5.">719-383-5195</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+17193835195" aria-label="7 1 9. 3 8 3. 5 1 9 5.">719-383-5195</a><br /></p>';'VA Eastern Colorado health care'
vha_554GG-Primary care;'La Junta VA Clinic';'Primary care at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1100 Carson Avenue<br /><strong><La Junta, CO 81050-2772>Phone:</strong> <a href="tel:+17193835195" aria-label="7 1 9. 3 8 3. 5 1 9 5.">719-383-5195</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+17193835195" aria-label="7 1 9. 3 8 3. 5 1 9 5.">719-383-5195</a><br /></p>';'VA Eastern Colorado health care'
vha_554GH-Laboratory and pathology;'Lamar VA Clinic';'Laboratory and pathology at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1401 South Main Street, Suite B<br /><strong><Lamar, CO 81052-9525>Phone:</strong> <a href="tel:+17193360315" aria-label="7 1 9. 3 3 6. 0 3 1 5.">719-336-0315</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 5:30 p.m. MT<br />Tuesday -  7:30 a.m. to 5:30 p.m. MT<br />Wednesday - 7:30 a.m. to 5:30 p.m. MT<br />Thursday -  7:30 a.m. to 5:30 p.m. MT<br />Friday -  Closed<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+17193360315" aria-label="7 1 9. 3 3 6. 0 3 1 5.">719-336-0315</a><br /></p>';'VA Eastern Colorado health care'
vha_554GH-Pharmacy;'Lamar VA Clinic';'Pharmacy at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1401 South Main Street, Suite B<br /><strong><Lamar, CO 81052-9525>Phone:</strong> <a href="tel:+17193360315" aria-label="7 1 9. 3 3 6. 0 3 1 5.">719-336-0315</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 5:30 p.m. MT<br />Tuesday -  7:30 a.m. to 5:30 p.m. MT<br />Wednesday - 7:30 a.m. to 5:30 p.m. MT<br />Thursday -  7:30 a.m. to 5:30 p.m. MT<br />Friday -  Closed<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+17193360315" aria-label="7 1 9. 3 3 6. 0 3 1 5.">719-336-0315</a><br /></p>';'VA Eastern Colorado health care'
vha_554GH-Primary care;'Lamar VA Clinic';'Primary care at VA Eastern Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />1401 South Main Street, Suite B<br /><strong><Lamar, CO 81052-9525>Phone:</strong> <a href="tel:+17193360315" aria-label="7 1 9. 3 3 6. 0 3 1 5.">719-336-0315</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 5:30 p.m. MT<br />Tuesday -  7:30 a.m. to 5:30 p.m. MT<br />Wednesday - 7:30 a.m. to 5:30 p.m. MT<br />Thursday -  7:30 a.m. to 5:30 p.m. MT<br />Friday -  Closed<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+17193360315" aria-label="7 1 9. 3 3 6. 0 3 1 5.">719-336-0315</a><br /></p>';'VA Eastern Colorado health care'
