Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_516 - Social work;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Spinal cord injury and disorders;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Spinal cord injury and disorders at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Suicide prevention;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Suicide prevention at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Thoracic surgery;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Thoracic surgery at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Smoking and tobacco cessation;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Smoking and tobacco cessation at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Urology;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Urology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Vascular surgery;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Vascular surgery at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Blind and low vision rehabilitation;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Blind and low vision rehabilitation at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Wheelchair and mobility;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Wheelchair and mobility at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Whole health;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Whole health at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516 - Women Veteran care;'C.W. Bill Young Department of Veterans Affairs Medical Center';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Audiology and speech;'Bradenton VA Clinic';'Audiology and speech at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Dental/oral surgery;'Bradenton VA Clinic';'Dental/oral surgery at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Cardiology;'Bradenton VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Radiology;'Bradenton VA Clinic';'Radiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Mental health care;'Bradenton VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Ophthalmology;'Bradenton VA Clinic';'Ophthalmology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Optometry;'Bradenton VA Clinic';'Optometry at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Pharmacy;'Bradenton VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Laboratory and pathology;'Bradenton VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Primary care;'Bradenton VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Social work;'Bradenton VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GD - Women Veteran care;'Bradenton VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Audiology and speech;'Lee County VA Clinic';'Audiology and speech at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Blind and low vision rehabilitation;'Lee County VA Clinic';'Blind and low vision rehabilitation at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Cardiology;'Lee County VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Registry exams;'Lee County VA Clinic';'Registry exams at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Radiology;'Lee County VA Clinic';'Radiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Dental/oral surgery;'Lee County VA Clinic';'Dental/oral surgery at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Dermatology;'Lee County VA Clinic';'Dermatology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Gastroenterology;'Lee County VA Clinic';'Gastroenterology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Mental health care;'Lee County VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Extended care and rehabilitation;'Lee County VA Clinic';'Extended care and rehabilitation at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Neurology;'Lee County VA Clinic';'Neurology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Nutrition, food, and dietary care;'Lee County VA Clinic';'Nutrition, food, and dietary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Ophthalmology;'Lee County VA Clinic';'Ophthalmology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Optometry;'Lee County VA Clinic';'Optometry at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Orthopedics;'Lee County VA Clinic';'Orthopedics at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Pharmacy;'Lee County VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Laboratory and pathology;'Lee County VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Physical therapy, occupational therapy and kinesiotherapy;'Lee County VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Podiatry;'Lee County VA Clinic';'Podiatry at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - PTSD care;'Lee County VA Clinic';'PTSD care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Primary care;'Lee County VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Rehabilitation and prosthetics;'Lee County VA Clinic';'Rehabilitation and prosthetics at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Military sexual trauma care;'Lee County VA Clinic';'Military sexual trauma care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Social work;'Lee County VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Addiction and substance abuse care;'Lee County VA Clinic';'Addiction and substance abuse care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Smoking and tobacco cessation;'Lee County VA Clinic';'Smoking and tobacco cessation at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Urology;'Lee County VA Clinic';'Urology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516BZ - Women Veteran care;'Lee County VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Cardiology;'Naples VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Mental health care;'Naples VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Nutrition, food, and dietary care;'Naples VA Clinic';'Nutrition, food, and dietary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Pharmacy;'Naples VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Laboratory and pathology;'Naples VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - PTSD care;'Naples VA Clinic';'PTSD care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Primary care;'Naples VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Social work;'Naples VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Addiction and substance abuse care;'Naples VA Clinic';'Addiction and substance abuse care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GF - Women Veteran care;'Naples VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Audiology and speech;'Palm Harbor VA Clinic';'Audiology and speech at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Cardiology;'Palm Harbor VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Mental health care;'Palm Harbor VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Pharmacy;'Palm Harbor VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Laboratory and pathology;'Palm Harbor VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Primary care;'Palm Harbor VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Social work;'Palm Harbor VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GC - Women Veteran care;'Palm Harbor VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Cardiology;'Port Charlotte VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Mental health care;'Port Charlotte VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Primary care;'Port Charlotte VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Nutrition, food, and dietary care;'Port Charlotte VA Clinic';'Nutrition, food, and dietary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Optometry;'Port Charlotte VA Clinic';'Optometry at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Orthopedics;'Port Charlotte VA Clinic';'Orthopedics at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Pharmacy;'Port Charlotte VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Laboratory and pathology;'Port Charlotte VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - PTSD care;'Port Charlotte VA Clinic';'PTSD care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Social work;'Port Charlotte VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Addiction and substance abuse care;'Port Charlotte VA Clinic';'Addiction and substance abuse care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Diabetic care;'Port Charlotte VA Clinic';'Diabetic care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GE - Women Veteran care;'Port Charlotte VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Audiology and speech;'Sarasota VA Clinic';'Audiology and speech at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Cardiology;'Sarasota VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Mental health care;'Sarasota VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Pharmacy;'Sarasota VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Laboratory and pathology;'Sarasota VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Primary care;'Sarasota VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Social work;'Sarasota VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GA - Women Veteran care;'Sarasota VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Cardiology;'Sebring VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Mental health care;'Sebring VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Pharmacy;'Sebring VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Laboratory and pathology;'Sebring VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - PTSD care;'Sebring VA Clinic';'PTSD care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Primary care;'Sebring VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Social work;'Sebring VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GH - Addiction and substance abuse care;'Sebring VA Clinic';'Addiction and substance abuse care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Cardiology;'St. Petersburg VA Clinic';'Cardiology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Mental health care;'St. Petersburg VA Clinic';'Mental health care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Pharmacy;'St. Petersburg VA Clinic';'Pharmacy at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Laboratory and pathology;'St. Petersburg VA Clinic';'Laboratory and pathology at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Primary care;'St. Petersburg VA Clinic';'Primary care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Social work;'St. Petersburg VA Clinic';'Social work at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_516GB - Women Veteran care;'St. Petersburg VA Clinic';'Women Veteran care at VA Bay Pines health care';'';'VA Bay Pines health care'
vha_672 - Surgery;'San Juan VA Medical Center';'Surgery at VA Caribbean health care';'';'VA Caribbean health care'
vha_672 - Blind and low vision rehabilitation;'San Juan VA Medical Center';'Blind and low vision rehabilitation at VA Caribbean health care';'';'VA Caribbean health care'
