Id;Health Service;Full Upload;Health System;Owner
Chiropractic-VA Montana health care;'Chiropractic';'<h3>Care we provide at VA Montana health care</h3> <p>Chiropractic care restores, improves, and maintains your function, activity, and health. We work with your primary care doctor and other specialty care providers to provide a complete health care plan for you. We offer many treatments, like:</p> <ul><li>Spinal manipulative therapy to relieve pressure on your joints, reduce inflammation, and improve nerve function</li><li>Electrical stimulation therapy, which reduces pain by sending mild electrical pulses through your skin to help stimulate injured muscles or manipulate nerves</li><li>Soft-tissue mobilization, which uses gentle pressure or massage to relax tense muscles, reduce scar tissue, or stretch connective tissue </li></ul>';'VA Montana health care';'VA Montana health care'
Dental/oral surgery-VA Montana health care;'Dental/oral surgery';'<h3>Care we provide at VA Montana health care</h3> <p>If you’re eligible for VA dental care, we offer a full range of quality dental services like:</p> <ul><li>Routine exams and teeth cleaning</li><li>Restorative procedures, including fillings and crowns</li><li>Comprehensive surgical care, including extractions (pulling teeth) and oral cancer screening</li><li>Routine and advanced prosthodontic care, including bridges, dentures, and dental implants</li><li>Routine and advanced periodontal care, including root canals, gum treatments, and supporting bone care</li><li>Oral and facial reconstruction surgery to repair damage from traumatic injury or serious illness </li></ul>';'VA Montana health care';'VA Montana health care'
Emergency care-VA Montana health care;'Emergency care';'<h3>Care we provide at VA Montana health care</h3> <p>We provide emergency medical care 24 hours a day, every day. Our emergency room staff can help you with:</p> <ul><li>Life-threatening illnesses and injuries that require immediate attention</li><li>Urgent medical issues that must be treated right away</li><li>Psychiatric evaluations </li></ul>';'VA Montana health care';'VA Montana health care'
Extended care and rehabilitation-VA Montana health care;'Extended care and rehabilitation';'<h3>Care we provide at VA Montana health care</h3> <p>We provide long-term care to help you and your family when you’re dealing with a disability, chronic (long-lasting) illness, terminal illness, or serious health issues related to aging. Our long-term health care services include:</p> <ul><li>24/7 nursing and medical care</li><li>Physical therapy</li><li>Help with daily tasks like bathing, dressing, making meals, and taking medicine</li><li>Pain management and palliative care to relieve suffering and improve quality of life for people with serious illnesses</li><li>Hospice care to provide comfort and compassionate care for people in the last phases of an incurable illness</li><li>To learn more about the different types of extended care that VA provides, see our guide to long-term services and support. </li></ul>Learn more about<a href="https://www.va.gov/GERIATRICS/">VA long term care</a>';'VA Montana health care';'VA Montana health care'
Gastroenterology-VA Montana health care;'Gastroenterology';'<h3>Care we provide at VA Montana health care</h3> <p>We diagnose and treat medical conditions in your esophagus, stomach, intestines, colon, and other parts of your digestive system. We can also test and treat other organs, like your liver, pancreas, and gallbladder. Our gastroenterology department provides services like:</p> <ul><li>Colonoscopy, esophagogastroduodenoscopy (EGD), and endoscopic retrograde cholangiopancreatography (ERCP), which use an endoscope (a long, flexible tube with a small camera on the end) that lets us examine your digestive system</li><li>Endoscopic ultrasound, which uses high-frequency sound waves to create images that help us diagnose and evaluate digestive and lung diseases</li><li>Manometry study, which tests how well your esophagus is working</li><li>Small bowel capsule endoscopy, which uses a tiny wireless camera that takes pictures as it moves through your digestive system</li><li>24-hour pH study, which measures how much stomach acid is flowing into your esophagus and helps us assess conditions like severe heartburn and acid reflux </li></ul>';'VA Montana health care';'VA Montana health care'
Geriatrics-VA Montana health care;'Geriatrics';'<h3>Care we provide at VA Montana health care</h3> <p>We assess your situation and condition to decide which outpatient geriatric services are right for you or a senior Veteran in your care, and then we coordinate your care. Our team of specialists provides geriatric services that include:</p> <ul><li>Medicine and nursing</li><li>Psychology, psychiatry, and social work</li><li>Physical and occupational therapy </li></ul>Learn more about<a href="https://www.va.gov/GERIATRICS/">VA long term care</a>';'VA Montana health care';'VA Montana health care'
Gynecology-VA Montana health care;'Gynecology';'<h3>Care we provide at VA Montana health care</h3> <p>Our gynecologists focus on the female reproductive system and provide services that include:</p> <ul><li>Mammograms for breast cancer, screenings for sexually transmitted disease, and Pap tests for cervical cancer</li><li>Counseling and treatment for contraception, pregnancy, and infertility</li><li>Osteoporosis screening for brittle bones</li><li>Exams for abnormal uterine bleeding, pelvic pain, or various cancers</li><li>Primary care checkups </li></ul>';'VA Montana health care';'VA Montana health care'
Hematology/oncology-VA Montana health care;'Hematology/oncology';'<h3>Care we provide at VA Montana health care</h3> <p>We offer a range of hematology and oncology services. You can arrange appointments and consultation through your primary care provider. Our hematology and oncology services include:</p> <ul><li>Chemotherapy</li><li>Blood and platelet transfusions</li><li>Mediport flushes to clean and maintain the small medical appliance inserted under your skin, making it easier to inject drugs and draw blood</li><li>Evaluation and treatment of blood disorders and cancer</li><li>Dedicated outpatient infusion center, working closely with radiation oncology, interventional radiology, general surgery, diagnostics, palliative care, and social services</li><li>Bone marrow biopsies, to see whether your bone tissue is healthy and making a normal number of blood cells </li></ul>';'VA Montana health care';'VA Montana health care'
Homeless Veteran care-VA Montana health care;'Homeless Veteran care';'<h3>Care we provide at VA Montana health care</h3> <p>We help homeless Veterans, or those at risk of becoming homeless due to financial hardship, unemployment, addiction, depression, or transition from jail. Contact one of our care coordinators to get help with:</p> <ul><li>Immediate food and shelter needs, including both transitional and permanent housing</li><li>Job training, life skills development, and education</li><li>Justice system navigation and community reentry from jail</li><li>Financial support to prevent homelessness</li><li>Addiction and depression treatment</li><li>Health and dental care </li></ul>Learn more and connect with a care coordinator';'VA Montana health care';'VA Montana health care'
Laboratory and pathology-VA Montana health care;'Laboratory and pathology';'<h3>Care we provide at VA Montana health care</h3> <p>Our laboratories provide a full range of clinical and diagnostic testing services. Our laboratory and pathology services include:</p> <ul><li>Study of blood, urine, and other bodily fluids for illness management</li><li>Testing for infectious diseases</li><li>Cytopathology (study of unusual cells) and surgical pathology (study of tissue removed during surgery)</li><li>Autopsy services </li></ul>';'VA Montana health care';'VA Montana health care'
