Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_531 - Neurology;Boise VA Medical Center;Neurology at VA Boise health care;;VA Boise health care
vha_531 - Optometry;Boise VA Medical Center;Optometry at VA Boise health care;;VA Boise health care
vha_531 - Pain management;Boise VA Medical Center;Pain management at VA Boise health care;;VA Boise health care
vha_531 - Patient advocates;Boise VA Medical Center;Patient advocates at VA Boise health care;;VA Boise health care
vha_531 - Pharmacy;Boise VA Medical Center;Pharmacy at VA Boise health care;;VA Boise health care
vha_531 - Primary care;Boise VA Medical Center;Primary care at VA Boise health care;;VA Boise health care
vha_531 - Returning service member care;Boise VA Medical Center;Returning service member care at VA Boise health care;;VA Boise health care
vha_531 - Social work;Boise VA Medical Center;Social work at VA Boise health care;;VA Boise health care
vha_531 - Suicide prevention;Boise VA Medical Center;Suicide prevention at VA Boise health care;;VA Boise health care
vha_531 - Surgery;Boise VA Medical Center;Surgery at VA Boise health care;;VA Boise health care
vha_531 - Women Veteran care;Boise VA Medical Center;Women Veteran care at VA Boise health care;;VA Boise health care
vha_531GG - Primary care;Caldwell VA Clinic;Primary care at VA Boise health care;;VA Boise health care
vha_531GH - Primary care;Eastern Oregon VA Clinic;Primary care at VA Boise health care;;VA Boise health care
vha_531GI - Primary care;Mountain Home VA Clinic;Primary care at VA Boise health care;;VA Boise health care
vha_531GJ - Primary care;Salmon VA Clinic;Primary care at VA Boise health care;;VA Boise health care
vha_531GE - Primary care;Twin Falls VA Clinic;Primary care at VA Boise health care;;VA Boise health care
vha_648 - Addiction and substance abuse care;Portland VA Medical Center;Addiction and substance abuse care at VA Portland health care;;VA Portland health care
vha_648 - Amputation care;Portland VA Medical Center;Amputation care at VA Portland health care;;VA Portland health care
vha_648 - Audiology and speech;Portland VA Medical Center;Audiology and speech at VA Portland health care;;VA Portland health care
vha_648 - Cancer care;Portland VA Medical Center;Cancer care at VA Portland health care;;VA Portland health care
vha_648 - Cardiology;Portland VA Medical Center;Cardiology at VA Portland health care;;VA Portland health care
vha_648 - Cardiovascular surgery;Portland VA Medical Center;Cardiovascular surgery at VA Portland health care;;VA Portland health care
vha_648 - Caregiver support;Portland VA Medical Center;Caregiver support at VA Portland health care;;VA Portland health care
vha_648 - Critical care;Portland VA Medical Center;Critical care at VA Portland health care;;VA Portland health care
vha_648 - Dental/oral surgery;Portland VA Medical Center;Dental/oral surgery at VA Portland health care;;VA Portland health care
vha_648 - Dermatology;Portland VA Medical Center;Dermatology at VA Portland health care;;VA Portland health care
vha_648 - Emergency care;Portland VA Medical Center;Emergency care at VA Portland health care;;VA Portland health care
vha_648 - Endocrinology;Portland VA Medical Center;Endocrinology at VA Portland health care;;VA Portland health care
vha_648 - Extended care and rehabilitation;Portland VA Medical Center;Extended care and rehabilitation at VA Portland health care;;VA Portland health care
vha_648 - Gastroenterology;Portland VA Medical Center;Gastroenterology at VA Portland health care;;VA Portland health care
vha_648 - Geriatrics;Portland VA Medical Center;Geriatrics at VA Portland health care;;VA Portland health care
vha_648 - Gynecology;Portland VA Medical Center;Gynecology at VA Portland health care;;VA Portland health care
vha_648 - Hematology/oncology;Portland VA Medical Center;Hematology/oncology at VA Portland health care;;VA Portland health care
vha_648 - Homeless Veteran care;Portland VA Medical Center;Homeless Veteran care at VA Portland health care;;VA Portland health care
vha_648 - Infectious disease;Portland VA Medical Center;Infectious disease at VA Portland health care;;VA Portland health care
vha_648 - Intimate partner violence support;Portland VA Medical Center;Intimate partner violence support at VA Portland health care;;VA Portland health care
vha_648 - Laboratory and pathology;Portland VA Medical Center;Laboratory and pathology at VA Portland health care;;VA Portland health care
vha_648 - LGBT Veteran care;Portland VA Medical Center;LGBT Veteran care at VA Portland health care;;VA Portland health care
vha_648 - Blind and low vision rehabilitation;Portland VA Medical Center;Blind and low vision rehabilitation at VA Portland health care;;VA Portland health care
vha_648 - Mental health care;Portland VA Medical Center;Mental health care at VA Portland health care;;VA Portland health care
vha_648 - Military sexual trauma care;Portland VA Medical Center;Military sexual trauma care at VA Portland health care;;VA Portland health care
vha_648 - Minority Veteran care;Portland VA Medical Center;Minority Veteran care at VA Portland health care;;VA Portland health care
vha_648 - MOVE! weight management;Portland VA Medical Center;MOVE! weight management at VA Portland health care;;VA Portland health care
vha_648 - Nephrology;Portland VA Medical Center;Nephrology at VA Portland health care;;VA Portland health care
vha_648 - Neurology;Portland VA Medical Center;Neurology at VA Portland health care;;VA Portland health care
vha_648 - Neurosurgery;Portland VA Medical Center;Neurosurgery at VA Portland health care;;VA Portland health care
vha_648 - Nutrition, food, and dietary care;Portland VA Medical Center;Nutrition, food, and dietary care at VA Portland health care;;VA Portland health care
vha_648 - Ophthalmology;Portland VA Medical Center;Ophthalmology at VA Portland health care;;VA Portland health care
vha_648 - Optometry;Portland VA Medical Center;Optometry at VA Portland health care;;VA Portland health care
vha_648 - Orthopedics;Portland VA Medical Center;Orthopedics at VA Portland health care;;VA Portland health care
vha_648 - Otolaryngology;Portland VA Medical Center;Otolaryngology at VA Portland health care;;VA Portland health care
vha_648 - Pain management;Portland VA Medical Center;Pain management at VA Portland health care;;VA Portland health care
vha_648 - Patient advocates;Portland VA Medical Center;Patient advocates at VA Portland health care;;VA Portland health care
vha_648 - Pharmacy;Portland VA Medical Center;Pharmacy at VA Portland health care;;VA Portland health care
vha_648 - Physical therapy, occupational therapy and kinesiotherapy;Portland VA Medical Center;Physical therapy, occupational therapy and kinesiotherapy at VA Portland health care;;VA Portland health care
vha_648 - Plastic and reconstructive surgery;Portland VA Medical Center;Plastic and reconstructive surgery at VA Portland health care;;VA Portland health care
vha_648 - Podiatry;Portland VA Medical Center;Podiatry at VA Portland health care;;VA Portland health care
vha_648 - Primary care;Portland VA Medical Center;Primary care at VA Portland health care;;VA Portland health care
vha_648 - Psychology;Portland VA Medical Center;Psychology at VA Portland health care;;VA Portland health care
vha_648 - Pulmonary medicine;Portland VA Medical Center;Pulmonary medicine at VA Portland health care;;VA Portland health care
vha_648 - Radiation oncology;Portland VA Medical Center;Radiation oncology at VA Portland health care;;VA Portland health care
vha_648 - Radiology;Portland VA Medical Center;Radiology at VA Portland health care;;VA Portland health care
vha_648 - Rehabilitation and prosthetics;Portland VA Medical Center;Rehabilitation and prosthetics at VA Portland health care;;VA Portland health care
vha_648 - Returning service member care;Portland VA Medical Center;Returning service member care at VA Portland health care;;VA Portland health care
vha_648 - Rheumatology;Portland VA Medical Center;Rheumatology at VA Portland health care;;VA Portland health care
vha_648 - Social work;Portland VA Medical Center;Social work at VA Portland health care;;VA Portland health care
vha_648 - Suicide prevention;Portland VA Medical Center;Suicide prevention at VA Portland health care;;VA Portland health care
vha_648 - Surgery;Portland VA Medical Center;Surgery at VA Portland health care;;VA Portland health care
vha_648 - Transplant surgery;Portland VA Medical Center;Transplant surgery at VA Portland health care;;VA Portland health care
vha_648 - Travel reimbursement;Portland VA Medical Center;Travel reimbursement at VA Portland health care;;VA Portland health care
vha_648 - Urology;Portland VA Medical Center;Urology at VA Portland health care;;VA Portland health care
vha_648 - Vascular surgery;Portland VA Medical Center;Vascular surgery at VA Portland health care;;VA Portland health care
vha_648 - Vocational rehabilitation and employment programs;Portland VA Medical Center;Vocational rehabilitation and employment programs at VA Portland health care;;VA Portland health care
vha_648 - Wheelchair and mobility;Portland VA Medical Center;Wheelchair and mobility at VA Portland health care;;VA Portland health care
vha_648 - Whole health;Portland VA Medical Center;Whole health at VA Portland health care;;VA Portland health care
vha_648 - Women Veteran care;Portland VA Medical Center;Women Veteran care at VA Portland health care;;VA Portland health care
vha_648A4 - Addiction and substance abuse care;Portland VA Medical Center-Vancouver;Addiction and substance abuse care at VA Portland health care;;VA Portland health care
vha_648A4 - Audiology and speech;Portland VA Medical Center-Vancouver;Audiology and speech at VA Portland health care;;VA Portland health care
vha_648A4 - Dental/oral surgery;Portland VA Medical Center-Vancouver;Dental/oral surgery at VA Portland health care;;VA Portland health care
vha_648A4 - Extended care and rehabilitation;Portland VA Medical Center-Vancouver;Extended care and rehabilitation at VA Portland health care;;VA Portland health care
vha_648A4 - Laboratory and pathology;Portland VA Medical Center-Vancouver;Laboratory and pathology at VA Portland health care;;VA Portland health care
vha_648A4 - Blind and low vision rehabilitation;Portland VA Medical Center-Vancouver;Blind and low vision rehabilitation at VA Portland health care;;VA Portland health care
vha_648A4 - Mental health care;Portland VA Medical Center-Vancouver;Mental health care at VA Portland health care;;VA Portland health care
vha_648A4 - Optometry;Portland VA Medical Center-Vancouver;Optometry at VA Portland health care;;VA Portland health care
vha_648A4 - Orthopedics;Portland VA Medical Center-Vancouver;Orthopedics at VA Portland health care;;VA Portland health care
vha_648A4 - Physical therapy, occupational therapy and kinesiotherapy;Portland VA Medical Center-Vancouver;Physical therapy, occupational therapy and kinesiotherapy at VA Portland health care;;VA Portland health care
vha_648A4 - Podiatry;Portland VA Medical Center-Vancouver;Podiatry at VA Portland health care;;VA Portland health care
vha_648A4 - Primary care;Portland VA Medical Center-Vancouver;Primary care at VA Portland health care;;VA Portland health care
vha_648A4 - PTSD care;Portland VA Medical Center-Vancouver;PTSD care at VA Portland health care;;VA Portland health care
vha_648A4 - Radiology;Portland VA Medical Center-Vancouver;Radiology at VA Portland health care;;VA Portland health care
vha_648A4 - Rehabilitation and prosthetics;Portland VA Medical Center-Vancouver;Rehabilitation and prosthetics at VA Portland health care;;VA Portland health care
vha_648A4 - Spinal cord injury and disorders;Portland VA Medical Center-Vancouver;Spinal cord injury and disorders at VA Portland health care;;VA Portland health care
vha_648A4 - Travel reimbursement;Portland VA Medical Center-Vancouver;Travel reimbursement at VA Portland health care;;VA Portland health care
vha_648A4 - Vocational rehabilitation and employment programs;Portland VA Medical Center-Vancouver;Vocational rehabilitation and employment programs at VA Portland health care;;VA Portland health care
vha_648GA - Audiology and speech;Robert D. Maxwell Department of Veterans Affairs Clinic;Audiology and speech at VA Portland health care;;VA Portland health care
vha_648GA - Laboratory and pathology;Robert D. Maxwell Department of Veterans Affairs Clinic;Laboratory and pathology at VA Portland health care;;VA Portland health care
vha_648GA - Mental health care;Robert D. Maxwell Department of Veterans Affairs Clinic;Mental health care at VA Portland health care;;VA Portland health care
vha_648GA - Patient advocates;Robert D. Maxwell Department of Veterans Affairs Clinic;Patient advocates at VA Portland health care;;VA Portland health care
vha_648GA - Pharmacy;Robert D. Maxwell Department of Veterans Affairs Clinic;Pharmacy at VA Portland health care;;VA Portland health care
