'ID';'Facility Name';'VACM System Health Service';'Facility description of services';'Owner'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Women Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A6 ';'Dwight D. Eisenhower Department of Veterans Affairs Medical Center ';'Wound care and ostomy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Blind and low vision rehabilitation at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Caregiver support at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Extended care and rehabilitation at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Homeless Veteran care at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'LGBTQ+ Veteran care at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Mental health care at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Minority Veteran care at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'MOVE! weight management at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Patient advocates at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Pharmacy at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Returning service member care at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Suicide prevention at VA Wichita health care';;'VA Wichita health care'
'vha_589A7 ';'Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center';'Women Veteran care at VA Wichita health care';;'VA Wichita health care'
'vha_589G1 ';'Warrensburg VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589G2 ';'Dodge City VA Clinic';'Laboratory and pathology at VA Wichita health care';;'VA Wichita health care'
'vha_589G2 ';'Dodge City VA Clinic';'Mental health care at VA Wichita health care';;'VA Wichita health care'
'vha_589G2 ';'Dodge City VA Clinic';'My HealtheVet coordinator at VA Wichita health care';;'VA Wichita health care'
'vha_589G2 ';'Dodge City VA Clinic';'Pharmacy at VA Wichita health care';;'VA Wichita health care'
'vha_589G2 ';'Dodge City VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589G3 ';'Liberal VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589G4 ';'Hays VA Clinic';'Laboratory and pathology at VA Wichita health care';;'VA Wichita health care'
'vha_589G4 ';'Hays VA Clinic';'Mental health care at VA Wichita health care';;'VA Wichita health care'
'vha_589G4 ';'Hays VA Clinic';'My HealtheVet coordinator at VA Wichita health care';;'VA Wichita health care'
'vha_589G4 ';'Hays VA Clinic';'Pharmacy at VA Wichita health care';;'VA Wichita health care'
'vha_589G4 ';'Hays VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589G5 ';'Parsons VA Clinic';'Laboratory and pathology at VA Wichita health care';;'VA Wichita health care'
'vha_589G5 ';'Parsons VA Clinic';'Mental health care at VA Wichita health care';;'VA Wichita health care'
'vha_589G5 ';'Parsons VA Clinic';'My HealtheVet coordinator at VA Wichita health care';;'VA Wichita health care'
'vha_589G5 ';'Parsons VA Clinic';'Pharmacy at VA Wichita health care';;'VA Wichita health care'
'vha_589G5 ';'Parsons VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589G7 ';'Hutchinson VA Clinic';'Laboratory and pathology at VA Wichita health care';;'VA Wichita health care'
'vha_589G7 ';'Hutchinson VA Clinic';'Mental health care at VA Wichita health care';;'VA Wichita health care'
'vha_589G7 ';'Hutchinson VA Clinic';'My HealtheVet coordinator at VA Wichita health care';;'VA Wichita health care'
'vha_589G7 ';'Hutchinson VA Clinic';'Pharmacy at VA Wichita health care';;'VA Wichita health care'
'vha_589G7 ';'Hutchinson VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589G8 ';'Jefferson City VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589GB ';'Belton VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589GC ';'Paola VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589GD ';'Nevada VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589GE ';'Kirksville VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589GF ';'Waynesville VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589GH ';'Lake of the Ozarks VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589GI ';'St. Joseph VA Clinic';'Laboratory and pathology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GI ';'St. Joseph VA Clinic';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GI ';'St. Joseph VA Clinic';'My HealtheVet coordinator at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GI ';'St. Joseph VA Clinic';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GI ';'St. Joseph VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GI ';'St. Joseph VA Clinic';'Psychiatry at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GJ ';'Wyandotte County VA Clinic';'Laboratory and pathology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GJ ';'Wyandotte County VA Clinic';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GJ ';'Wyandotte County VA Clinic';'My HealtheVet coordinator at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GJ ';'Wyandotte County VA Clinic';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GJ ';'Wyandotte County VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GJ ';'Wyandotte County VA Clinic';'Psychiatry at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GM ';'Chanute VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GP ';'Garnett VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GR ';'Lieutenant General Richard J. Seitz Community-Based Outpatient Clinic';'Laboratory and pathology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GR ';'Lieutenant General Richard J. Seitz Community-Based Outpatient Clinic';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GR ';'Lieutenant General Richard J. Seitz Community-Based Outpatient Clinic';'My HealtheVet coordinator at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GR ';'Lieutenant General Richard J. Seitz Community-Based Outpatient Clinic';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GR ';'Lieutenant General Richard J. Seitz Community-Based Outpatient Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GR ';'Lieutenant General Richard J. Seitz Community-Based Outpatient Clinic';'Psychiatry at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Chiropractic at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Complementary and alternative medicine at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Laboratory and pathology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'My HealtheVet coordinator at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Social work at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Telehealth at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GU ';'Lawrence VA Clinic';'Women Veteran care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GV ';'Fort Scott VA Clinic';'Laboratory and pathology at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GV ';'Fort Scott VA Clinic';'Mental health care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GV ';'Fort Scott VA Clinic';'My HealtheVet coordinator at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GV ';'Fort Scott VA Clinic';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GV ';'Fort Scott VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GV ';'Fort Scott VA Clinic';'Psychiatry at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589GW ';'Salina VA Clinic';'Laboratory and pathology at VA Wichita health care';;'VA Wichita health care'
'vha_589GW ';'Salina VA Clinic';'Mental health care at VA Wichita health care';;'VA Wichita health care'
'vha_589GW ';'Salina VA Clinic';'My HealtheVet coordinator at VA Wichita health care';;'VA Wichita health care'
'vha_589GW ';'Salina VA Clinic';'Pharmacy at VA Wichita health care';;'VA Wichita health care'
'vha_589GW ';'Salina VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589GX ';'Mexico VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589GY ';'St. James VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589GZ ';'Cameron VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589HK ';'Kansas City VA Mobile Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JA ';'Sedalia VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589JB ';'Excelsior Springs VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JC ';'Shawnee VA Clinic';'Dermatology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JC ';'Shawnee VA Clinic';'Mental Health Care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JC ';'Shawnee VA Clinic';'Orthopedics at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JC ';'Shawnee VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JD ';'Marshfield VA Clinic';'Primary care at VA Columbia Missouri health care';;'VA Columbia Missouri health care'
'vha_589JE ';'Platte City VA Clinic';'Chiropractic at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589JE ';'Platte City VA Clinic';'Pharmacy at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589JE ';'Platte City VA Clinic';'Primary care at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589JE ';'Platte City VA Clinic';'Social work at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589JE ';'Platte City VA Clinic';'Telehealth at VA Eastern Kansas health care';;'VA Eastern Kansas health care'
'vha_589JF ';'Honor VA Clinic';'Laboratory and pathology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Mental health care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Pharmacy at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Primary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Psychology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'PTSD care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Radiology at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Returning service member care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589JF ';'Honor VA Clinic';'Telehealth at VA Kansas City health care';;'VA Kansas City health care'
'vha_589QA ';'Overland Park VA Clinic';'Emergency care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589QA ';'Overland Park VA Clinic';'Mental Health Care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589QA ';'Overland Park VA Clinic';'Nutrition, food, and dietary care at VA Kansas City health care';;'VA Kansas City health care'
'vha_589QB ';'Sedgwick County VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589QC ';'South Parklane VA Clinic';'Ophthalmology at VA Wichita health care';;'VA Wichita health care'
'vha_589QC ';'South Parklane VA Clinic';'Optometry at VA Wichita health care';;'VA Wichita health care'
'vha_589QC ';'South Parklane VA Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_589QD ';'Wichita VA Mobile Clinic';'Primary care at VA Wichita health care';;'VA Wichita health care'
'vha_596 ';'Franklin R. Sousley Campus';'Addiction and substance abuse care at VA Lexington health care';;'VA Lexington health care'
